bf_bugid,bf_project,bf_product,bf_de_manager,bf_severity,submit_age,Pin
CSCvm26352,CSC.labtrunk,warbler,tslo,enhancement,44,warbler
CSCvm46202,CSC.labtrunk,all,teresang,enhancement,42,iot
CSCvm66066,CSC.labtrunk,ir829,bhatrive,severe,40,gemboa
CSCvm78578,CSC.labtrunk,petra,teresang,moderate,39,cip
CSCvm86292,CSC.labtrunk,ir807,prapuroh,severe,38,osprey
CSCvm93014,CSC.labtrunk,petra,teresang,moderate,37,petra
CSCvm94253,CSC.labtrunk,cgr1000,prapuroh,moderate,37,cgr1k
CSCvm94262,CSC.labtrunk,cgr1000,prapuroh,moderate,37,cgr1k
CSCvm99675,CSC.labtrunk,ir829,prapuroh,issue_not_a_bug_or_enhancement,36,gemboa
CSCvn02979,CSC.labtrunk,cgr1000,prapuroh,moderate,36,cgr1k
CSCvn11437,CSC.labtrunk,ir1100,ningzhao,moderate,35,sparrow
CSCvn36469,CSC.labtrunk,ir1100,ningzhao,moderate,32,sparrow
CSCvn36786,CSC.labtrunk,ir1100,ningzhao,severe,32,sparrow
CSCvn44622,CSC.labtrunk,volt,rasrao,severe,31,ie
CSCvn48047,CSC.labtrunk,warbler,tslo,severe,31,warbler
CSCvn53931,CSC.labtrunk,moreno,teresang,moderate,30,ie
CSCvn65191,CSC.labtrunk,volt,rasrao,moderate,29,ie
CSCvn86197,CSC.labtrunk,ir1100,ningzhao,moderate,25,sparrow
CSCvo10080,CSC.labtrunk,petra,teresang,moderate,23,ie
CSCvo21128,CSC.labtrunk,petra,teresang,enhancement,22,petra
CSCvo70890,CSC.labtrunk,moreno,rasrao,moderate,17,ie
CSCvo84485,CSC.labtrunk,esr6300,ningzhao,enhancement,16,blackheart
CSCvp21657,CSC.labtrunk,ir1100,ningzhao,moderate,13,sparrow
CSCvp30293,CSC.sys,ie4010,rasrao,severe,12,ie
CSCvp33957,CSC.labtrunk,esr6300,ningzhao,moderate,11,blackheart
CSCvp44038,CSC.sys,callisto,tslo,moderate,10,callisto
CSCvp47451,CSC.sys,ir829,sidharma,catastrophic,10,gemboa
CSCvp48151,CSC.labtrunk,petra,teresang,moderate,10,petra
CSCvp49764,CSC.labtrunk,ir1100,ningzhao,enhancement,10,sparrow
CSCvp55405,CSC.labtrunk,petra,teresang,minor,9,petra
CSCvp70225,CSC.labtrunk,cgr1000,tslo,enhancement,7,cgr1k
CSCvp71692,CSC.sys,all,sidharma,severe,7,ir800
CSCvp93971,CSC.labtrunk,cgr1000,sidharma,severe,5,cgr1k
CSCvq00721,CSC.sys,ie5000,teresang,enhancement,4,ie
CSCvq02397,CSC.labtrunk,ir1100,ningzhao,minor,4,sparrow
CSCvq05533,CSC.netbu,pix-asa,teresang,severe,4,iot
CSCvq11913,CSC.sys,all,rasrao,enhancement,3,iotgsw
CSCvq15103,CSC.labtrunk,warbler,tslo,severe,3,warbler
CSCvq18233,CSC.labtrunk,volt,rasrao,moderate,2,iotgsw
CSCvq23911,CSC.labtrunk,esr6300,ningzhao,moderate,2,blackheart
CSCux72818,CSC.sibu.dev,bluebird,tslo,moderate,182,sw
CSCux82008,CSC.labtrunk,warbler,tslo,moderate,181,warbler
CSCux89878,CSC.sys,cgr1000,ningzhao,moderate,180,cgr1k
CSCux95713,CSC.labtrunk,warbler,tslo,moderate,180,warbler
CSCuy17742,CSC.sibu.dev,dms-internal,tslo,moderate,178,dmm
CSCuy19310,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy21390,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy22702,CSC.labtrunk,ir829,ningzhao,severe,177,gemboa
CSCuy26940,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy30396,CSC.labtrunk,cgr1000,ningzhao,moderate,176,cgr1k
CSCuy35761,CSC.labtrunk,ir829,ningzhao,severe,176,ir800
CSCuy51134,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy51167,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy54531,CSC.general,dms,tslo,severe,174,dmp
CSCuy57357,CSC.sibu.dev,bluebird,tslo,moderate,174,sw
CSCuy63931,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy64107,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy74273,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy74821,CSC.labtrunk,cgr1000,ningzhao,severe,172,cgr1k
CSCuy76070,CSC.labtrunk,camaro,teresang,minor,172,iotgsw
CSCuy76219,CSC.sibu.dev,bluebird,tslo,moderate,172,sw
CSCuy76702,CSC.labtrunk,camaro,teresang,minor,172,iotgsw
CSCuy81478,CSC.labtrunk,volt,teresang,moderate,172,iox
CSCuy84934,CSC.labtrunk,warbler,tslo,moderate,172,warbler
CSCuy85043,CSC.sibu.dev,dms-internal,tslo,moderate,172,dmm
CSCuy87347,CSC.labtrunk,gemboa,tslo,moderate,171,gemboa
CSCuy87363,CSC.labtrunk,gemboa,tslo,moderate,171,gemboa
CSCuy87379,CSC.labtrunk,gemboa,tslo,moderate,171,gemboa
CSCuy98020,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98095,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98307,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuy98462,CSC.sibu.dev,dms-internal,tslo,moderate,170,dmm
CSCuy98514,CSC.sibu.dev,dms-internal,tslo,moderate,170,dmm
CSCuz00692,CSC.sibu.dev,bluebird,tslo,moderate,170,sw
CSCuz00815,CSC.sibu.dev,bluebird,tslo,moderate,170,sw
CSCuz01937,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuz02014,CSC.sibu.dev,sunbird,tslo,moderate,170,sw
CSCuz02593,CSC.labtrunk,gemboa,tslo,moderate,170,gemboa
CSCuz02808,CSC.labtrunk,gemboa,tslo,moderate,170,gemboa
CSCuz19455,CSC.labtrunk,volt,teresang,severe,168,iot
CSCuz20592,CSC.labtrunk,gemboa,tslo,moderate,168,gemboa
CSCuz26589,CSC.labtrunk,cgr1000,ningzhao,moderate,167,cgr1k
CSCuz35084,CSC.sys,all,ningzhao,moderate,167,cgr1k
CSCuz37052,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37060,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37112,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37136,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37156,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37416,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz37516,CSC.labtrunk,warbler,tslo,enhancement,167,warbler
CSCuz38430,CSC.labtrunk,volt,teresang,minor,167,iot
CSCuz39684,CSC.sibu.dev,sunbird,tslo,moderate,166,sw
CSCuz44338,CSC.sibu.prods,ce340,tslo,severe,166,sw
CSCuz59190,CSC.sys,all,ningzhao,moderate,164,ir800
CSCuz79518,CSC.labtrunk,moreno,teresang,moderate,162,iotgsw
CSCuz81595,CSC.autons,all,chadiga,enhancement,162,nano
CSCuz83265,CSC.labtrunk,ie1000,teresang,moderate,162,iot
CSCuz89346,CSC.sys,all,ningzhao,moderate,161,ir800
CSCva02221,CSC.labtrunk,moreno,teresang,moderate,160,iotgsw
CSCva08173,CSC.labtrunk,cgr1000,ningzhao,moderate,159,cgr1k
CSCva12710,CSC.labtrunk,ir809,ningzhao,moderate,159,gemboa
CSCva15894,CSC.labtrunk,camaro,teresang,moderate,158,iot
CSCva31893,CSC.labtrunk,ie2000u,teresang,minor,157,iotgsw
CSCva40770,CSC.labtrunk,volt,teresang,enhancement,156,iotgsw
CSCva51159,CSC.labtrunk,volt,teresang,moderate,155,iot
CSCva79610,CSC.labtrunk,warbler,tslo,moderate,152,warbler
CSCva82855,CSC.labtrunk,ie1000,teresang,severe,151,iotgsw
CSCvb05691,CSC.labtrunk,volt,teresang,moderate,149,iot
CSCvb30581,CSC.labtrunk,warbler,tslo,enhancement,146,warbler
CSCvb38255,CSC.labtrunk,gemboa,tslo,moderate,146,gemboa
CSCvb39084,CSC.labtrunk,cgr1000,ningzhao,moderate,145,cgr1k
CSCvb56366,CSC.sibu.dev,bluebird,tslo,moderate,144,sw
CSCvb61965,CSC.labtrunk,all,ningzhao,moderate,143,gemboa
CSCvb65650,CSC.labtrunk,warbler,tslo,enhancement,143,warbler
CSCvb65764,CSC.labtrunk,cgr1000,tslo,cosmetic,143,cgr1k
CSCvb67885,CSC.labtrunk,ie1000,teresang,enhancement,142,iot
CSCvb69984,CSC.labtrunk,ie1000,teresang,moderate,142,iot
CSCvb71784,CSC.labtrunk,gemboa,ningzhao,severe,142,gemboa
CSCvb73686,CSC.labtrunk,cgr1000,ningzhao,minor,142,cgr1k
CSCvb74727,CSC.labtrunk,warbler,tslo,moderate,142,warbler
CSCvb85587,CSC.general,dms,tslo,severe,140,dmp
CSCvb95790,CSC.labtrunk,warbler,tslo,enhancement,139,warbler
CSCvb97162,CSC.labtrunk,gemboa,ningzhao,moderate,139,gemboa
CSCvc08664,CSC.labtrunk,cgr1000,ningzhao,severe,138,cgr1k
CSCvc09241,CSC.labtrunk,cgr1000,ningzhao,moderate,138,cgr1k
CSCvc20588,CSC.labtrunk,ie1000,teresang,enhancement,136,iot
CSCvc34438,CSC.labtrunk,ir829,ningzhao,severe,135,gemboa
CSCvc38373,CSC.labtrunk,warbler,tslo,moderate,134,warbler
CSCvc40894,CSC.labtrunk,ie1000,teresang,moderate,134,iot
CSCvc50048,CSC.labtrunk,volt,teresang,minor,133,iotgsw
CSCvc53669,CSC.labtrunk,cgr1000,ningzhao,moderate,133,cgr1k
CSCvc57978,CSC.labtrunk,cgr1000,tslo,minor,132,cgr1k
CSCvc68149,CSC.sys,ie4000,teresang,moderate,130,iotgsw
CSCvc71456,CSC.labtrunk,ir809,tslo,severe,129,ir800
CSCvc76449,CSC.labtrunk,cgr1000,ningzhao,moderate,129,cgr1k
CSCvc83333,CSC.datacenter,cgr500,ningzhao,moderate,128,linux
CSCvc86971,CSC.labtrunk,volt,teresang,moderate,127,iotgsw
CSCvc91775,CSC.labtrunk,ie1000,teresang,moderate,127,iot
CSCvc96182,CSC.datacenter,cgr1000,ningzhao,minor,126,platform
CSCvc98259,CSC.sys,all,bhatrive,enhancement,126,gemboa
CSCvd24371,CSC.labtrunk,ir829,ningzhao,moderate,123,gemboa
CSCvd36120,CSC.labtrunk,cgr1000,ningzhao,moderate,122,cgr1k
CSCvd36388,CSC.sys,c7600,rasrao,moderate,122,c7600
CSCvd53597,CSC.labtrunk,volt,teresang,enhancement,121,iotgsw
CSCvd67052,CSC.labtrunk,warbler,tslo,enhancement,119,warbler
CSCvd83034,CSC.labtrunk,cgr1000,tslo,moderate,118,cgr1k
CSCvd84845,CSC.labtrunk,warbler,tslo,enhancement,118,warbler
CSCvd99984,CSC.sys,ir809,prapuroh,severe,116,gemboa
CSCve00395,CSC.netbu,pix-asa,teresang,moderate,116,iot
CSCve02135,CSC.labtrunk,all,ningzhao,enhancement,116,sparrow
CSCve21712,CSC.labtrunk,warbler,tslo,enhancement,114,warbler
CSCve38233,CSC.labtrunk,warbler,tslo,minor,112,warbler
CSCve39776,CSC.labtrunk,warbler,tslo,moderate,112,warbler
CSCve41186,CSC.labtrunk,volt,teresang,moderate,112,ie
CSCve45060,CSC.sibu.dev,bluebird,tslo,moderate,111,sw
CSCve58239,CSC.labtrunk,warbler,tslo,minor,110,warbler
CSCve58615,CSC.labtrunk,warbler,tslo,minor,110,warbler
CSCve80757,CSC.labtrunk,warbler,tslo,enhancement,108,warbler
CSCve82789,CSC.labtrunk,warbler,tslo,enhancement,107,warbler
CSCve83321,CSC.labtrunk,ce340,tslo,moderate,107,ce340
CSCve85480,CSC.sibu.dev,bluebird,tslo,moderate,107,sw
CSCve87538,CSC.labtrunk,moreno,teresang,minor,107,ie
CSCvf01273,CSC.labtrunk,cgr1000,tslo,minor,105,cgr1k
CSCvf29111,CSC.sys,c7600,rasrao,moderate,102,c7600
CSCvf34499,CSC.labtrunk,ir829,ningzhao,moderate,102,ir800
CSCvf65505,CSC.labtrunk,warbler,tslo,minor,98,warbler
CSCvf70370,CSC.labtrunk,cgr1000,ningzhao,moderate,97,cgr1k
CSCvf81033,CSC.labtrunk,cgr1000,tslo,moderate,96,cgr1k
CSCvf88138,CSC.labtrunk,all,ningzhao,severe,95,sparrow
CSCvg00547,CSC.sys,all,ningzhao,severe,93,ir800
CSCvg07360,CSC.labtrunk,warbler,tslo,minor,93,warbler
CSCvg22982,CSC.labtrunk,all,ningzhao,moderate,91,sparrow
CSCvg26146,CSC.labtrunk,warbler,tslo,enhancement,91,warbler
CSCvg28327,CSC.labtrunk,ir1100,ningzhao,moderate,90,sparrow
CSCvg48980,CSC.labtrunk,all,ningzhao,moderate,88,sparrow
CSCvg49069,CSC.labtrunk,all,ningzhao,moderate,88,sparrow
CSCvg52013,CSC.labtrunk,volt,teresang,severe,88,ie
CSCvg60480,CSC.labtrunk,ir1100,ningzhao,moderate,87,sparrow
CSCvg73126,CSC.labtrunk,ir1100,ningzhao,cosmetic,86,sparrow
CSCvg73187,CSC.labtrunk,all,ningzhao,moderate,86,sparrow
CSCvg84037,CSC.labtrunk,warbler,tslo,enhancement,84,warbler
CSCvg86593,CSC.labtrunk,warbler,tslo,enhancement,84,warbler
CSCvh15144,CSC.labtrunk,ir1100,ningzhao,moderate,81,sparrow
CSCvh22158,CSC.labtrunk,ir1100,ningzhao,moderate,80,sparrow
CSCvh24789,CSC.labtrunk,all,ningzhao,severe,80,sparrow
CSCvh54150,CSC.labtrunk,volt,teresang,enhancement,77,iotgsw
CSCvh55193,CSC.labtrunk,cgr1000,tslo,enhancement,77,cgr1k
CSCvh62660,CSC.labtrunk,ir800,bhatrive,moderate,76,gemboa
CSCvh64920,CSC.labtrunk,ir829,bhatrive,moderate,76,gemboa
CSCvh67061,CSC.labtrunk,ir1100,ningzhao,severe,75,sparrow
CSCvh68395,CSC.labtrunk,cgr1000,tslo,moderate,75,cgr1k
CSCvh75659,CSC.labtrunk,warbler,tslo,enhancement,74,warbler
CSCvh78541,CSC.labtrunk,all,teresang,moderate,74,ie
CSCvi01428,CSC.sys,volt,teresang,severe,72,iox
CSCvi01867,CSC.labtrunk,ir829,ningzhao,minor,72,gemboa
CSCvi05252,CSC.labtrunk,petra,teresang,moderate,72,petra
CSCvi49342,CSC.labtrunk,ir829,ningzhao,moderate,68,gemboa
CSCvi71019,CSC.labtrunk,petra,teresang,enhancement,66,petra
CSCvi73582,CSC.labtrunk,ir829,ningzhao,enhancement,66,gemboa
CSCvi83289,CSC.labtrunk,petra,teresang,moderate,65,petra
CSCvj17757,CSC.labtrunk,ir1100,ningzhao,minor,62,sparrow
CSCvj23314,CSC.labtrunk,cgr1000,tslo,minor,62,cgr1k
CSCvj50273,CSC.netbu,pix-asa,teresang,severe,59,iot
CSCvj71795,CSC.labtrunk,petra,teresang,moderate,57,petra
CSCvj79824,CSC.sys,ie2000,teresang,moderate,56,accsw
CSCvj83815,CSC.labtrunk,warbler,tslo,enhancement,56,warbler
CSCvj85060,CSC.sys,c7600,rasrao,moderate,56,c7600
CSCvj87770,CSC.labtrunk,ir1100,ningzhao,moderate,56,sparrow
CSCvj93869,CSC.labtrunk,ir1100,ningzhao,moderate,55,sparrow
CSCvk09415,CSC.labtrunk,petra,teresang,moderate,54,petra
CSCvk09903,CSC.netbu,pix-asa,teresang,severe,54,iot
CSCvk14795,CSC.labtrunk,callisto,tslo,enhancement,53,callisto
CSCvk22895,CSC.labtrunk,callisto,tslo,moderate,52,callisto
CSCvk25472,CSC.labtrunk,cgr1000,ningzhao,enhancement,52,cgr1k
CSCvk29594,CSC.labtrunk,callisto,tslo,moderate,51,callisto
CSCvk41795,CSC.labtrunk,hellcat,teresang,moderate,50,petra
CSCvk43551,CSC.labtrunk,petra,teresang,moderate,50,petra
CSCvk71279,CSC.labtrunk,cgr1000,bhatrive,severe,47,cgr1k
CSCvk74425,CSC.labtrunk,petra,teresang,enhancement,47,petra
CSCvm00782,CSC.labtrunk,ir800,bhatrive,enhancement,47,gemboa
CSCvm66098,CSC.sys,all,bhatrive,severe,40,ir800
CSCvm85058,CSC.labtrunk,petra,teresang,moderate,38,petra
CSCvm94267,CSC.labtrunk,cgr1000,prapuroh,moderate,37,cgr1k
CSCvn01346,CSC.labtrunk,all,teresang,moderate,36,ie
CSCvn11895,CSC.labtrunk,all,tslo,enhancement,35,callisto
CSCvn55032,CSC.sys,warbler,tslo,moderate,30,warbler
CSCvn55980,CSC.labtrunk,ir1100,ningzhao,moderate,30,sparrow
CSCvn79112,CSC.labtrunk,petra,teresang,moderate,26,petra
CSCvn86072,CSC.labtrunk,ir1100,ningzhao,moderate,25,sparrow
CSCvn86686,CSC.labtrunk,ir1100,ningzhao,severe,25,sparrow
CSCvo15677,CSC.labtrunk,callisto,tslo,moderate,22,callisto
CSCvo21701,CSC.labtrunk,esr1115,ningzhao,enhancement,22,blackheart
CSCvo27961,CSC.sys,ir829,sidharma,severe,21,gemboa
CSCvo28743,CSC.labtrunk,cgr1000,tslo,minor,21,cgr1k
CSCvo33879,CSC.labtrunk,petra,teresang,minor,20,petra
CSCvo34579,CSC.labtrunk,ir800,prapuroh,severe,20,gemboa
CSCvo45624,CSC.labtrunk,petra,teresang,enhancement,19,petra
CSCvo48322,CSC.labtrunk,cgr1000,prapuroh,severe,19,cgr1k
CSCvo88555,CSC.labtrunk,esr6300,ningzhao,enhancement,15,blackheart
CSCvo89550,CSC.labtrunk,petra,teresang,moderate,15,petra
CSCvo95375,CSC.labtrunk,esr6300,ningzhao,moderate,15,blackheart
CSCvp07051,CSC.labtrunk,petra,teresang,moderate,14,petra
CSCvp37976,CSC.labtrunk,esr6300,ningzhao,severe,11,blackheart
CSCvp39558,CSC.labtrunk,esr6300,ningzhao,enhancement,11,blackheart
CSCvp41785,CSC.labtrunk,all,rasrao,moderate,11,http
CSCvp70787,CSC.labtrunk,petra,teresang,moderate,7,petra
CSCvp96386,CSC.sys,all,rasrao,moderate,5,iotgsw
CSCvq09349,CSC.sys,ir1100,teresang,moderate,3,bootloader
CSCvq28357,CSC.labtrunk,petra,teresang,moderate,1,iox
CSCux88914,CSC.labtrunk,cgr1000,ningzhao,moderate,180,cgr1k
CSCux95193,CSC.sibu.prods,ce300,tslo,severe,180,sw
CSCuy02225,CSC.datacenter,cgr1000,ningzhao,moderate,179,cgdm
CSCuy02821,CSC.sibu.dev,dms-internal,tslo,moderate,179,dmm
CSCuy05956,CSC.labtrunk,volt,teresang,moderate,179,ie
CSCuy06314,CSC.labtrunk,moreno,teresang,moderate,179,iotgsw
CSCuy09242,CSC.sibu.dev,dms-internal,tslo,moderate,178,dmm
CSCuy12542,CSC.labtrunk,cgr1000,tslo,moderate,178,cgr1k
CSCuy17707,CSC.sibu.dev,dms-internal,tslo,moderate,178,dmm
CSCuy19647,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy21176,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy26985,CSC.sibu.dev,dms-internal,tslo,moderate,177,dmm
CSCuy29074,CSC.labtrunk,cgr1000,ningzhao,moderate,177,cgr1k
CSCuy32627,CSC.sibu.dev,kunpeng,tslo,moderate,176,linux
CSCuy33081,CSC.labtrunk,cgr1000,ningzhao,moderate,176,cgr1k
CSCuy45018,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy46835,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy48949,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy49140,CSC.labtrunk,gemboa,tslo,moderate,175,gemboa
CSCuy53409,CSC.sibu.dev,bluebird,tslo,moderate,174,sw
CSCuy60117,CSC.labtrunk,all,teresang,moderate,174,iotgsw
CSCuy64144,CSC.sibu.dev,bluebird,tslo,moderate,173,sw
CSCuy64154,CSC.labtrunk,gemboa,tslo,moderate,173,gemboa
CSCuy64187,CSC.labtrunk,gemboa,tslo,moderate,173,gemboa
CSCuy76341,CSC.labtrunk,gemboa,tslo,moderate,172,gemboa
CSCuy94266,CSC.sibu.dev,dms-internal,tslo,moderate,171,dmm
